The state associated with the return,The State Federal Information Processing System (FIPS) code,zipcode,Number of returns,Number of joint returns,Number of head of household returns,Number of individuals,Number of elderly returns,Adjusted gross income (AGI),Number of returns with total income, Total income amount ,Total Income Tax,Mean Income,agi_stub_count,note
TX,48,77964,3790,1770,370,7530,1370,301493,3790," 304,846 ",33550," 80,434.30 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,77968,1550,860,130,3370,480,168240,1550," 170,255 ",22706," 109,841.94 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,77971,390,170,40,790,100,24854,390," 24,908 ",2081," 63,866.67 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,77974,230,110,20,460,80,20049,230," 20,235 ",2501," 87,978.26 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,77975,820,380,70,1600,320,76128,820," 76,679 ",10233," 93,510.98 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,77979,7350,2660,1290,14470,1840,485575,7350," 488,653 ",49129," 66,483.40 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,77983,910,390,110,1770,270,65404,910, 65847.00020000001 ,6182," 72,359.34 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,77984,2180,1010,190,4300,770,264097,2180," 266,008 ",43331," 122,022.02 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,77990,300,120,50,580,90,19575,300," 19,708 ",1946," 65,693.33 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,77994,150,70,0,280,70,25542,150," 25,563 ",5639," 170,420.00 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,77995,4340,1670,710,8650,1300,323182,4340," 326,126 ",40127," 75,144.24 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78002,3760,1220,710,7770,680,177250,3760," 178,781 ",13007," 47,548.14 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78003,5190,2320,480,9610,2200,435338,5190," 438,901 ",53690," 84,566.67 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78004,270,160,0,530,120,38332,270," 38,981 ",4106," 144,374.08 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78005,430,210,40,860,140,29955,430, 30138.000200000002 ,2934," 70,088.37 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78006,21260,10870,1460,43350,7650,3711717,21260," 3,747,658 ",654190," 176,277.42 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78008,120,40,0,190,40,16134,120," 16,134 ",3644," 134,450.00 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78009,4620,2130,490,9430,1320,410423,4620," 413,736 ",48711," 89,553.25 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78010,1520,700,170,3030,550,108031,1520," 109,301 ",12244," 71,908.55 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78011,900,350,170,1940,190,60178,900," 60,565 ",6893," 67,294.44 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78012,200,80,40,450,50,11610,200," 11,633 ",1025," 58,165.00 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78013,2880,1280,280,5460,1030,293522,2880," 297,370 ",42972," 103,253.47 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78014,1900,470,510,3740,390,136449,1900," 137,258 ",20882," 72,241.05 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78015,10820,6210,650,24270,3010,1925324,10820," 1,940,743 ",325518," 179,366.27 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78016,4820,1780,870,10080,1190,313158,4820," 315,481 ",32616," 65,452.49 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78017,1600,420,400,3250,320,95126,1600, 95799.00020000001 ,10810," 59,874.38 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78022,2090,830,320,4270,620,183395,2090," 184,980 ",27070," 88,507.18 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78023,14430,7100,1080,29480,3900,1812776,14430," 1,826,630 ",265286," 126,585.59 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78024,720,410,30,1320,400,93821,720," 94,963 ",11544," 131,893.06 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78025,2540,1030,280,4720,1040,208256,2540," 210,724 ",21523," 82,962.20 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78026,2770,1050,450,5750,630,198691,2770," 200,172 ",21838," 72,264.26 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78027,250,120,0,460,110,44089,250, 44322.000400000004 ,8782," 177,288.00 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78028,19100,7660,1970,34340,8040,1723350,19100," 1,739,392 ",241448," 91,067.64 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78039,900,360,120,1750,250,61465,900," 62,071 ",5993," 68,967.78 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78040,17570,3060,4470,35080,2740,503655,17570," 508,115 ",28590," 28,919.46 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78041,20990,5990,4700,42600,4420,1370450,20990," 1,382,483 ",163601," 65,863.89 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78043,18270,4260,4720,38000,3260,742611,18270," 748,837 ",55667," 40,987.25 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78045,31500,11070,5820,66620,5180,2340351,31500," 2,358,584 ",267311," 74,875.68 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78046,31530,7750,8890,70920,3150,1135725,31530," 1,144,666 ",52182," 36,304.03 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78052,3930,1510,650,8240,900,254381,3930," 255,925 ",24544," 65,120.87 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78055,800,390,70,1480,380,76370,800," 77,083 ",10614," 96,353.75 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78056,1250,750,60,2690,410,149607,1250," 150,808 ",19198," 120,646.40 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78057,580,240,80,1210,150,39711,580, 39927.000100000005 ,4110," 68,839.66 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78058,740,370,50,1410,320,59643,740, 60245.000100000005 ,6682," 81,412.16 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78059,2720,1090,450,5590,670,159804,2720," 160,874 ",13663," 59,144.85 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78061,3920,970,1070,7870,730,194839,3920," 196,509 ",17368," 50,129.85 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78063,4710,2160,390,8940,1870,365087,4710," 368,269 ",40560," 78,188.75 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78064,6990,2640,1080,14140,1640,513136,6990," 517,685 ",57687," 74,060.80 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78065,5370,1790,1130,11340,1040,274318,5370," 276,456 ",22044," 51,481.56 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78066,350,190,0,720,150,35309,350," 35,546 ",3981," 101,560.00 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78067,290,80,70,600,80,12756,290," 12,813 ",944," 44,182.76 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78069,2680,900,530,5630,510,136798,2680," 137,590 ",9549," 51,339.55 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78070,10930,5830,720,22000,3910,1459241,10930," 1,470,823 ",225121," 134,567.52 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78071,1430,610,180,2850,460,120980,1430," 121,636 ",17033," 85,060.14 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78072,280,130,30,590,100,48953,280," 49,045 ",6474," 175,160.72 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78073,4830,1470,1090,10320,730,225953,4830," 227,719 ",15191," 47,146.79 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78076,4930,1330,1520,11030,830,189385,4930," 190,988 ",12213," 38,739.96 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78101,4490,2120,420,9000,1350,396626,4490," 399,653 ",47182," 89,009.58 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78102,8090,2360,1710,15820,1860,454252,8090," 457,815 ",46132," 56,590.23 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78108,21320,9660,2570,45900,4220,1723788,21320," 1,733,673 ",169024," 81,316.74 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78109,29230,9160,5750,58520,4520,1616269,29230," 1,626,373 ",119921," 55,640.54 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78112,4500,1460,930,9380,860,218618,4500," 220,691 ",17235," 49,042.44 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78113,1190,580,70,2370,380,171978,1190," 172,719 ",31339," 145,142.02 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78114,10420,4480,1390,21110,2830,872953,10420," 878,944 ",110736," 84,351.63 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78116,150,80,0,290,60,66715,150," 66,802 ",17543," 445,346.67 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78117,290,120,20,550,120,74400,290, 74559.00039999999 ,18305," 257,100.00 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78118,1890,610,390,3740,510,292643,1890," 293,697 ",69598," 155,395.24 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78119,2070,640,420,3960,570,174047,2070," 174,819 ",27638," 84,453.62 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78121,7470,3940,600,16060,1980,778762,7470," 784,310 ",98490," 104,994.65 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78122,190,80,30,380,60,11529,190," 11,579 ",1059," 60,942.11 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78123,1150,400,140,2010,400,125177,1150," 126,091 ",18672," 109,644.35 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78124,3630,1650,370,7170,1020,290360,3630," 292,475 ",31140," 80,571.63 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78130,45780,16840,5530,87080,10220,3695331,45780," 3,725,940 ",435019," 81,387.94 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78132,20820,11420,1380,43840,6760,3085270,20820," 3,110,451 ",481629," 149,397.26 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78133,10860,5090,800,19940,4550,1053762,10860," 1,063,086 ",139654," 97,890.06 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78140,1500,490,320,3080,320,92726,1500," 93,283 ",7919," 62,188.67 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78141,300,120,30,550,110,29838,300," 29,942 ",5144," 99,806.67 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78148,10140,3390,1500,18750,2660,650020,10140," 654,447 ",61323," 64,541.12 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78151,560,210,100,1130,190,81151,560," 81,330 ",18618," 145,232.14 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78152,3320,1470,420,6990,610,264489,3320," 266,284 ",26116," 80,206.02 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78154,20240,8310,2520,39730,4880,1613210,20240," 1,622,565 ",172219," 80,166.25 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78155,26050,9550,3960,50390,6530,1837408,26050," 1,851,436 ",194431," 71,072.40 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78159,420,130,80,820,90,40487,420, 40577.000400000004 ,7692," 96,611.91 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78160,2040,930,240,4290,610,161136,2040," 162,315 ",19302," 79,566.18 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78161,390,180,50,780,110,25487,390, 25686.000200000002 ,2280," 65,861.54 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78163,9370,5150,670,20180,2850,1149460,9370," 1,159,933 ",157907," 123,792.21 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78164,1660,710,200,3290,630,383498,1660," 385,228 ",92024," 232,065.06 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78201,17920,4100,3390,31610,3980,788523,17920," 795,588 ",62714," 44,396.65 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78202,4560,830,1080,8460,690,205625,4560," 207,507 ",19312," 45,505.92 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78203,2330,420,590,4350,370,93988,2330," 94,719 ",7206," 40,651.93 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78204,5520,1190,920,9150,1000,372830,5520," 376,085 ",49829," 68,131.34 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78205,890,160,60,1180,250,208500,890," 210,807 ",42955," 236,861.80 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78207,17600,3120,4940,34800,3060,560443,17600," 565,808 ",31690," 32,148.18 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78208,1590,260,400,2900,250,72351,1590, 72860.00020000001 ,7074," 45,823.90 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78209,19140,7050,1690,34410,6430,4354719,19140," 4,398,032 ",879683," 229,782.24 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78210,14730,3140,3110,26060,2990,718833,14730," 726,130 ",69740," 49,295.99 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78211,12740,2670,3380,25250,2140,436551,12740," 440,273 ",22787," 34,558.32 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78212,11590,3060,1410,19210,3110,1987429,11590," 2,003,815 ",420541," 172,891.72 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78213,18340,4650,3250,32640,4140,1136807,18340," 1,146,757 ",129410," 62,527.64 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78214,9250,2040,2240,17660,1800,334527,9250," 336,760 ",19303," 36,406.49 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78215,2240,310,130,2780,210,312911,2240," 314,750 ",53113," 140,513.39 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78216,18080,4590,2550,30260,4300,1953562,18080," 1,965,906 ",333835," 108,733.74 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78217,15340,3850,2650,26360,3760,885286,15340," 892,612 ",91622," 58,188.53 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78218,16700,4160,3350,31000,3360,888218,16700," 896,759 ",89702," 53,698.14 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78219,6890,1550,1650,13140,1390,269813,6890," 272,028 ",17551," 39,481.57 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78220,8750,1550,2600,17060,1700,334951,8750," 338,127 ",24593," 38,643.09 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78221,17580,4370,4080,34130,2980,742168,17580," 747,845 ",47237," 42,539.53 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78222,11890,3120,2690,23330,2050,568904,11890," 573,019 ",40884," 48,193.36 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78223,25950,6330,5990,49570,4630,1171106,25950," 1,178,888 ",82386," 45,429.21 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78224,9710,2390,2310,19120,1490,403193,9710," 405,964 ",25184," 41,808.86 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78225,5340,1220,1240,10050,1180,198752,5340," 200,159 ",11920," 37,482.96 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78226,2830,580,760,5420,560,100413,2830," 101,000 ",5591," 35,689.05 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78227,19630,4530,4740,37940,3620,743415,19630," 748,623 ",42950," 38,136.68 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78228,24820,5820,5480,46360,5430,1001534,24820," 1,009,045 ",66693," 40,654.51 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78229,14150,2690,2240,23880,2180,798206,14150," 803,660 ",95308," 56,795.76 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78230,20250,6370,2310,34820,5720,2167242,20250," 2,187,047 ",332955," 108,002.32 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78231,4440,1900,350,8150,1690,1007722,4440," 1,015,356 ",197866," 228,683.78 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78232,17590,6610,1660,31120,5690,2079748,17590," 2,097,740 ",311029," 119,257.53 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78233,23450,6730,3880,42440,4980,1238684,23450," 1,246,345 ",102191," 53,149.04 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78234,1860,720,130,4020,70,103573,1860," 104,293 ",7319," 56,071.51 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78235,730,130,130,1130,40,34662,730," 34,809 ",2763," 47,683.56 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78236,950,450,50,2340,0,49837,950, 50132.000100000005 ,2738," 52,770.53 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78237,15030,3040,4050,29590,2420,489942,15030," 494,158 ",24574," 32,878.11 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78238,11610,2720,2330,20740,2270,526139,11610," 529,581 ",38756," 45,614.21 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78239,13920,4350,2350,26030,3990,795728,13920," 801,638 ",69628," 57,588.94 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78240,25980,7020,3390,44480,5370,1614357,25980," 1,623,852 ",166285," 62,503.93 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78242,13930,3190,3580,27960,1950,504990,13930," 508,940 ",25604," 36,535.53 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78244,17120,4700,3880,33760,2820,824904,17120," 830,112 ",56448," 48,487.85 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78245,46550,14790,8720,93520,6400,2685317,46550," 2,700,293 ",208743," 58,008.44 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78247,24700,8430,3240,44950,6090,1684021,24700," 1,695,621 ",164047," 68,648.62 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78248,6760,3250,360,12960,2530,1259426,6760," 1,272,872 ",216575," 188,294.67 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78249,25860,7750,2960,44080,5090,1932870,25860," 1,947,089 ",229644," 75,293.46 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78250,25830,8250,3890,47150,5980,1517431,25830," 1,526,428 ",130613," 59,095.16 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78251,26810,7670,4410,48710,4400,1562570,26810," 1,572,043 ",136609," 58,636.44 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78252,11550,3560,2580,24420,860,623475,11550," 627,065 ",40238," 54,291.34 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78253,36550,15440,5040,77810,6740,2919105,36550," 2,936,587 ",292566," 80,344.38 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78254,37360,15120,5450,79050,5640,2835589,37360," 2,852,308 ",269214," 76,346.57 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78255,8370,4430,560,18060,2110,1580672,8370," 1,592,211 ",280029," 190,228.32 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78256,6480,1980,520,10660,1150,787108,6480," 793,948 ",131075," 122,522.84 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78257,5810,1860,520,9850,1180,1214194,5810," 1,225,181 ",241726," 210,874.53 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78258,23320,10170,2080,46900,5430,3225990,23320," 3,255,923 ",523808," 139,619.34 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78259,14330,6340,1320,28810,3420,1494213,14330," 1,506,505 ",196538," 105,129.45 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78260,17680,9370,1410,39480,4210,2495035,17680," 2,516,374 ",378427," 142,328.85 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78261,13410,6600,1250,28830,2660,1791048,13410," 1,804,991 ",273268," 134,600.37 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78263,2500,1090,280,4830,780,230284,2500," 231,978 ",23030," 92,791.20 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78264,6500,2070,1330,13490,1060,286037,6500," 288,900 ",19516," 44,446.15 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78266,4180,2310,270,8650,1490,616154,4180," 621,264 ",94901," 148,627.75 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78330,430,150,110,870,130,25445,430," 25,673 ",2443," 59,704.65 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78332,10690,2870,3080,21830,2190,512173,10690," 515,342 ",38524," 48,207.86 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78336,5330,1960,830,10260,1430,324066,5330," 326,073 ",30737," 61,176.92 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78340,180,70,20,330,90,12713,180," 12,741 ",1084," 70,783.34 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78343,1880,610,380,3800,450,106091,1880," 106,822 ",9212," 56,820.21 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78344,140,60,30,310,30,9268,140," 9,310 ",834," 66,500.00 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78349,180,50,40,330,60,8017,180," 8,045 ",622," 44,694.45 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78353,140,50,20,270,50,5554,140," 5,554 ",371," 39,671.43 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78355,2660,660,760,5410,660,103895,2660," 104,442 ",6330," 39,263.91 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78357,1320,410,320,2740,300,70389,1320," 70,853 ",6051," 53,676.52 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78361,2010,540,540,4130,480,96706,2010," 97,456 ",7626," 48,485.57 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78362,4990,1750,820,9680,990,302654,4990," 304,004 ",25686," 60,922.65 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78363,11200,3340,2330,21900,2320,607701,11200," 611,187 ",51076," 54,570.27 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78368,3840,1240,860,7770,1090,214817,3840," 216,335 ",20015," 56,337.24 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78369,140,40,40,330,40,14937,140," 14,968 ",2879," 106,914.29 ",6,Sum of all income groups (agi_stubs 1-6)
TX,48,78370,2270,800,430,4560,510,150741,2270," 151,589 ",14355," 66,779.30 ",6,Sum of all income groups (agi_stubs 1-6)
